,Unnamed: 0,SubFolder Path,AB1 File,AVG Qual Values,AVG LOR,Sequencer
0,0,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,amacGFP-3_oVT1637_2024-05-02_B06.ab1,26.33173652694611,834,JN
1,1,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,amacGFP-3_oVT1637_2024-05-02_E01.ab1,26.277901785714285,895,JN
2,2,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,amacGFP-4_oVT1637_2024-05-02_B12.ab1,25.304395604395605,909,JN
3,3,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,amacGFP-4_oVT1637_2024-05-02_E07.ab1,49.36483739837399,983,JN
4,4,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,backbone-3_oVT1637_2024-05-02_G06.ab1,49.07008368200837,955,JN
5,5,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,backbone-4_oVT1637_2024-05-02_G12.ab1,50.58728557013118,990,JN
6,6,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,cgreGFP-3_oVT1637_2024-05-02_C06.ab1,15.764,53,JN
7,7,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,cgreGFP-4_oVT1637_2024-05-02_C12.ab1,48.58673469387755,979,JN
8,8,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_11_seqid29_blastfp38-3_oVT1637_2024-05-02_G04.ab1,50.78904665314402,985,JN
9,9,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_11_seqid29_blastfp38-4_oVT1637_2024-05-02_G10.ab1,13.32420091324201,437,JN
10,10,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_12_seqid29_blastfp42-3_oVT1637_2024-05-02_A05.ab1,50.38709677419355,991,JN
11,11,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_12_seqid29_blastfp42-4_oVT1637_2024-05-02_A11.ab1,33.11295681063123,902,JN
12,12,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_15_seqid31_blastfp55-3_oVT1637_2024-05-02_G05.ab1,45.04853273137697,885,JN
13,13,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_15_seqid31_blastfp55-4_oVT1637_2024-05-02_G11.ab1,49.26393442622951,609,JN
14,14,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_19_seqid35_blastfp67-3_oVT1637_2024-05-02_H03.ab1,51.53292806484296,986,JN
15,15,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_19_seqid35_blastfp67-4_oVT1637_2024-05-02_H09.ab1,50.262891809909,988,JN
16,16,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_25_seqid39_blastfp59-3_oVT1637_2024-05-02_C05.ab1,49.045180722891565,995,JN
17,17,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_25_seqid39_blastfp59-4_oVT1637_2024-05-02_C11.ab1,50.61885656970913,996,JN
18,18,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_26_seqid40_blastfp54-3_oVT1637_2024-05-02_D05.ab1,33.46633165829146,994,JN
19,19,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_26_seqid40_blastfp54-4_oVT1637_2024-05-02_D11.ab1,28.31053811659193,891,JN
20,20,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_28_seqid41_blastfp63-3_oVT1637_2024-05-02_A06.ab1,40.59153318077803,873,JN
21,21,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_28_seqid41_blastfp63-4_oVT1637_2024-05-02_A12.ab1,44.36180904522613,994,JN
22,22,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_34_seqid48_blastfp51-3_oVT1637_2024-05-02_E04.ab1,51.83422459893048,934,JN
23,23,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_34_seqid48_blastfp51-4_oVT1637_2024-05-02_E10.ab1,50.091684434968016,937,JN
24,24,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_35_seqid49_blastfp50-3_oVT1637_2024-05-02_H04.ab1,41.49759036144578,829,JN
25,25,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_35_seqid49_blastfp50-4_oVT1637_2024-05-02_H10.ab1,43.13711340206186,969,JN
26,26,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_38_seqid51_blastfp53-3_oVT1637_2024-05-02_E05.ab1,43.340448239060834,936,JN
27,27,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_38_seqid51_blastfp53-4_oVT1637_2024-05-02_E11.ab1,52.34541792547835,992,JN
28,28,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_45_seqid59_blastfp60-3_oVT1637_2024-05-02_D04.ab1,50.53862212943633,957,JN
29,29,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_45_seqid59_blastfp60-4_oVT1637_2024-05-02_D10.ab1,19.498477157360405,984,JN
30,30,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_51_seqid66_blastfp69-3_oVT1637_2024-05-02_H05.ab1,42.14636642784033,976,JN
31,31,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_51_seqid66_blastfp69-4_oVT1637_2024-05-02_H11.ab1,42.434417628541446,952,JN
32,32,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_56_seqid68_blastfp70-3_oVT1637_2024-05-02_B04.ab1,51.58609625668449,934,JN
33,33,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_56_seqid68_blastfp70-4_oVT1637_2024-05-02_B10.ab1,20.12200435729848,458,JN
34,34,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_58_seqid69_blastfp72-3_oVT1637_2024-05-02_F04.ab1,52.4538626609442,931,JN
35,35,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_58_seqid69_blastfp72-4_oVT1637_2024-05-02_F10.ab1,32.48158640226629,352,JN
36,36,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_60_seqid75_blastfp76-3_oVT1637_2024-05-02_B05.ab1,46.96416938110749,920,JN
37,37,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_60_seqid75_blastfp76-4_oVT1637_2024-05-02_B11.ab1,51.02890792291221,933,JN
38,38,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_62_seqid75_blastfp77-3_oVT1637_2024-05-02_F05.ab1,48.08121212121212,824,JN
39,39,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_62_seqid75_blastfp77-4_oVT1637_2024-05-02_F11.ab1,43.50566037735849,794,JN
40,40,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_68_seqid79_blastfp81-3_oVT1637_2024-05-02_C04.ab1,25.192090395480225,707,JN
41,41,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_68_seqid79_blastfp81-4_oVT1637_2024-05-02_C10.ab1,50.70560747663552,855,JN
42,42,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_6_seqid26_blastfp37-3_oVT1637_2024-05-02_F03.ab1,50.7283422459893,934,JN
43,43,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_6_seqid26_blastfp37-4_oVT1637_2024-05-02_F09.ab1,48.45045965270685,978,JN
44,44,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_78_seqid89_blastfp91-3_oVT1637_2024-05-02_G03.ab1,31.633333333333333,629,JN
45,45,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_78_seqid89_blastfp91-4_oVT1637_2024-05-02_G09.ab1,30.60050890585242,785,JN
46,46,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_79_seqid89_blastfp91-3_oVT1637_2024-05-02_A04.ab1,34.633519553072624,894,JN
47,47,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_pscore_79_seqid89_blastfp91-4_oVT1637_2024-05-02_A10.ab1,30.1357733175915,846,JN
48,48,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_11_seqid24_blastfp32-3_oVT1637_2024-05-02_A02.ab1,48.32293762575453,993,JN
49,49,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_11_seqid24_blastfp32-4_oVT1637_2024-05-02_A08.ab1,51.41257995735608,937,JN
50,50,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_16_seqid28_blastfp31-3_oVT1637_2024-05-02_A03.ab1,15.227906976744189,89,JN
51,51,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_16_seqid28_blastfp31-4_oVT1637_2024-05-02_A09.ab1,12.71129220023283,89,JN
52,52,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_19_seqid32_blastfp45-3_oVT1637_2024-05-02_C01.ab1,48.20340681362725,997,JN
53,53,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_19_seqid32_blastfp45-4_oVT1637_2024-05-02_C07.ab1,49.536144578313255,995,JN
54,54,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_1_seqid19_blastfp30-3_oVT1637_2024-05-02_D02.ab1,45.659849300322925,928,JN
55,55,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_1_seqid19_blastfp30-4_oVT1637_2024-05-02_D08.ab1,49.92857142857143,993,JN
56,56,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_21_seqid34_blastfp47-3_oVT1637_2024-05-02_F01.ab1,27.51274787535411,352,JN
57,57,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_21_seqid34_blastfp47-4_oVT1637_2024-05-02_F07.ab1,50.49627263045793,938,JN
58,58,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_27_seqid38_blastfp48-3_oVT1637_2024-05-02_H02.ab1,51.45005149330587,970,JN
59,59,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_27_seqid38_blastfp48-4_oVT1637_2024-05-02_H08.ab1,50.49398907103825,914,JN
60,60,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_2_seqid19_blastfp30-3_oVT1637_2024-05-02_F02.ab1,23.156043956043955,454,JN
61,61,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_2_seqid19_blastfp30-4_oVT1637_2024-05-02_F08.ab1,23.89760348583878,458,JN
62,62,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_30_seqid40_blastfp50-3_oVT1637_2024-05-02_A01.ab1,5.521978021978022,458,JN
63,63,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_30_seqid40_blastfp50-4_oVT1637_2024-05-02_A07.ab1,28.477386934673365,596,JN
64,64,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_31_seqid41_blastfp46-3_oVT1637_2024-05-02_D01.ab1,50.76996805111821,938,JN
65,65,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_31_seqid41_blastfp46-4_oVT1637_2024-05-02_D07.ab1,42.26533018867924,847,JN
66,66,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_35_seqid46_blastfp47-3_oVT1637_2024-05-02_B02.ab1,9.391666666666667,81,JN
67,67,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_35_seqid46_blastfp47-4_oVT1637_2024-05-02_B08.ab1,39.87983281086729,956,JN
68,68,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_38_seqid48_blastfp49-3_oVT1637_2024-05-02_G02.ab1,46.67371601208459,992,JN
69,69,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_38_seqid48_blastfp49-4_oVT1637_2024-05-02_G08.ab1,48.11907164480323,990,JN
70,70,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_40_seqid50_blastfp52-3_oVT1637_2024-05-02_B03.ab1,14.886986301369864,291,JN
71,71,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_40_seqid50_blastfp52-4_oVT1637_2024-05-02_B09.ab1,48.311557788944725,994,JN
72,72,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_45_seqid54_blastfp55-3_oVT1637_2024-05-02_G01.ab1,49.9552752293578,871,JN
73,73,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_45_seqid54_blastfp55-4_oVT1637_2024-05-02_G07.ab1,47.7359900373599,802,JN
74,74,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_53_seqid62_blastfp61-3_oVT1637_2024-05-02_D03.ab1,49.795782463928965,900,JN
75,75,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_53_seqid62_blastfp61-4_oVT1637_2024-05-02_D09.ab1,50.67888888888889,899,JN
76,76,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_69_seqid78_blastfp79-3_oVT1637_2024-05-02_H01.ab1,8.826666666666666,899,JN
77,77,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_69_seqid78_blastfp79-4_oVT1637_2024-05-02_H07.ab1,50.6687898089172,941,JN
78,78,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_76_seqid88_blastfp90-3_oVT1637_2024-05-02_C03.ab1,51.24773413897281,992,JN
79,79,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_76_seqid88_blastfp90-4_oVT1637_2024-05-02_C09.ab1,25.43821656050956,784,JN
80,80,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_77_seqid89_blastfp91-3_oVT1637_2024-05-02_E03.ab1,50.22292993630573,941,JN
81,81,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_77_seqid89_blastfp91-4_oVT1637_2024-05-02_E09.ab1,51.39019189765458,937,JN
82,82,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_78_seqid89_blastfp90-3_oVT1637_2024-05-02_B01.ab1,50.39579967689822,618,JN
83,83,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_78_seqid89_blastfp90-4_oVT1637_2024-05-02_B07.ab1,49.88329979879276,993,JN
84,84,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_84_seqid90_blastfp93-3_oVT1637_2024-05-02_C02.ab1,25.480246913580245,809,JN
85,85,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_84_seqid90_blastfp93-4_oVT1637_2024-05-02_C08.ab1,8.869186046511627,94,JN
86,86,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_85_seqid90_blastfp92-3_oVT1637_2024-05-02_E02.ab1,29.90068493150685,583,JN
87,87,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,CoT_sconf_85_seqid90_blastfp92-4_oVT1637_2024-05-02_E08.ab1,37.8177727784027,888,JN
88,88,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,eGFP-3_oVT1637_2024-05-02_E06.ab1,51.028955532574976,966,JN
89,89,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,eGFP-4_oVT1637_2024-05-02_E12.ab1,51.37979797979798,989,JN
90,90,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,ppluGFP-3_oVT1637_2024-05-02_D06.ab1,19.62745098039216,254,JN
91,91,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,ppluGFP-4_oVT1637_2024-05-02_D12.ab1,12.376502002670229,748,JN
92,92,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,template_no_R96A-3_oVT1637_2024-05-02_F06.ab1,31.01068883610452,841,JN
93,93,O:\Quintara_data\2024-05-02_050124VT2_JN\050124_vincet#931845,template_no_R96A-4_oVT1637_2024-05-02_F12.ab1,13.425178147268408,841,JN
94,94,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,amacGFP-1_oVT1637_2024-05-02_B06.ab1,12.127118644067796,117,SG
95,95,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,amacGFP-1_oVT1637_2024-05-02_E01.ab1,52.51800232288037,860,SG
96,96,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,amacGFP-2_oVT1637_2024-05-02_B12.ab1,23.27054794520548,291,SG
97,97,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,amacGFP-2_oVT1637_2024-05-02_E07.ab1,50.813246471226925,920,SG
98,98,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,backbone-1_oVT1637_2024-05-02_G06.ab1,15.944444444444445,161,SG
99,99,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,backbone-2_oVT1637_2024-05-02_G12.ab1,50.525396825396825,629,SG
100,100,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,cgreGFP-1_oVT1637_2024-05-02_C06.ab1,18.13316261203585,780,SG
101,101,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,cgreGFP-2_oVT1637_2024-05-02_C12.ab1,10.911475409836063,780,SG
102,102,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_11_seqid29_blastfp38-1_oVT1637_2024-05-02_G04.ab1,51.15440115440116,692,SG
103,103,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_11_seqid29_blastfp38-2_oVT1637_2024-05-02_G10.ab1,42.38705583756345,787,SG
104,104,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_12_seqid29_blastfp42-1_oVT1637_2024-05-02_A05.ab1,51.05437100213219,937,SG
105,105,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_12_seqid29_blastfp42-2_oVT1637_2024-05-02_A11.ab1,46.70964125560538,891,SG
106,106,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_15_seqid31_blastfp55-1_oVT1637_2024-05-02_G05.ab1,49.73368983957219,934,SG
107,107,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_15_seqid31_blastfp55-2_oVT1637_2024-05-02_G11.ab1,11.545886075949369,631,SG
108,108,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_19_seqid35_blastfp67-1_oVT1637_2024-05-02_H03.ab1,35.08857509627728,778,SG
109,109,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_19_seqid35_blastfp67-2_oVT1637_2024-05-02_H09.ab1,48.115145228215766,963,SG
110,110,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_25_seqid39_blastfp59-1_oVT1637_2024-05-02_C05.ab1,50.772267206477736,987,SG
111,111,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_25_seqid39_blastfp59-2_oVT1637_2024-05-02_C11.ab1,51.80021367521368,935,SG
112,112,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_26_seqid40_blastfp54-1_oVT1637_2024-05-02_D05.ab1,42.52777777777778,899,SG
113,113,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_26_seqid40_blastfp54-2_oVT1637_2024-05-02_D11.ab1,28.12271973466004,602,SG
114,114,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_28_seqid41_blastfp63-1_oVT1637_2024-05-02_A06.ab1,32.08753315649867,376,SG
115,115,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_28_seqid41_blastfp63-2_oVT1637_2024-05-02_A12.ab1,49.0164113785558,913,SG
116,116,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_34_seqid48_blastfp51-1_oVT1637_2024-05-02_E04.ab1,50.88622129436326,957,SG
117,117,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_34_seqid48_blastfp51-2_oVT1637_2024-05-02_E10.ab1,50.619644723093,956,SG
118,118,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_35_seqid49_blastfp50-1_oVT1637_2024-05-02_H04.ab1,10.78297161936561,956,SG
119,119,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_35_seqid49_blastfp50-2_oVT1637_2024-05-02_H10.ab1,52.59226519337017,904,SG
120,120,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_38_seqid51_blastfp53-1_oVT1637_2024-05-02_E05.ab1,50.92466460268318,968,SG
121,121,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_38_seqid51_blastfp53-2_oVT1637_2024-05-02_E11.ab1,51.2901921132457,988,SG
122,122,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_45_seqid59_blastfp60-1_oVT1637_2024-05-02_D04.ab1,51.60044893378227,890,SG
123,123,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_45_seqid59_blastfp60-2_oVT1637_2024-05-02_D10.ab1,51.32635060639471,906,SG
124,124,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_51_seqid66_blastfp69-1_oVT1637_2024-05-02_H05.ab1,38.87133891213389,955,SG
125,125,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_51_seqid66_blastfp69-2_oVT1637_2024-05-02_H11.ab1,45.30277442702051,828,SG
126,126,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_56_seqid68_blastfp70-1_oVT1637_2024-05-02_B04.ab1,50.37160751565762,957,SG
127,127,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_56_seqid68_blastfp70-2_oVT1637_2024-05-02_B10.ab1,52.15174672489083,915,SG
128,128,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_58_seqid69_blastfp72-1_oVT1637_2024-05-02_F04.ab1,51.17908902691512,965,SG
129,129,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_58_seqid69_blastfp72-2_oVT1637_2024-05-02_F10.ab1,50.7,989,SG
130,130,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_60_seqid75_blastfp76-1_oVT1637_2024-05-02_B05.ab1,47.1068281938326,907,SG
131,131,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_60_seqid75_blastfp76-2_oVT1637_2024-05-02_B11.ab1,51.13136456211813,981,SG
132,132,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_62_seqid75_blastfp77-1_oVT1637_2024-05-02_F05.ab1,51.37420042643923,937,SG
133,133,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_62_seqid75_blastfp77-2_oVT1637_2024-05-02_F11.ab1,50.858627858627855,961,SG
134,134,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_68_seqid79_blastfp81-1_oVT1637_2024-05-02_C04.ab1,35.38034188034188,935,SG
135,135,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_68_seqid79_blastfp81-2_oVT1637_2024-05-02_C10.ab1,42.002331002331005,857,SG
136,136,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_6_seqid26_blastfp37-1_oVT1637_2024-05-02_F03.ab1,49.22601279317697,937,SG
137,137,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_6_seqid26_blastfp37-2_oVT1637_2024-05-02_F09.ab1,50.19838056680162,987,SG
138,138,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_78_seqid89_blastfp91-1_oVT1637_2024-05-02_G03.ab1,55.78631284916201,715,SG
139,139,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_78_seqid89_blastfp91-2_oVT1637_2024-05-02_G09.ab1,50.625884732052576,988,SG
140,140,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_79_seqid89_blastfp91-1_oVT1637_2024-05-02_A04.ab1,26.6884236453202,811,SG
141,141,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_pscore_79_seqid89_blastfp91-2_oVT1637_2024-05-02_A10.ab1,27.71967963386728,873,SG
142,142,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_11_seqid24_blastfp32-1_oVT1637_2024-05-02_A02.ab1,42.94768856447688,821,SG
143,143,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_11_seqid24_blastfp32-2_oVT1637_2024-05-02_A08.ab1,41.35149572649573,935,SG
144,144,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_16_seqid28_blastfp31-1_oVT1637_2024-05-02_A03.ab1,10.689008042895445,935,SG
145,145,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_16_seqid28_blastfp31-2_oVT1637_2024-05-02_A09.ab1,11.110197368421051,935,SG
146,146,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_19_seqid32_blastfp45-1_oVT1637_2024-05-02_C01.ab1,50.311623246492985,997,SG
147,147,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_19_seqid32_blastfp45-2_oVT1637_2024-05-02_C07.ab1,49.78936810431294,996,SG
148,148,O:\Quintara_data\2024-05-02_050124VT_SG\050124_vincet#931844,CoT_sconf_1_seqid19_blastfp30-1_oVT1637_2024-05-02_D02.ab1,50.01122448979592,979,SG
